name;datetime;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;sunrise;sunset;moonphase;conditions;description;icon;stations
4.692396,-74.04309;2022-02-22;21.2;7.1;13.2;21.2;7.1;13.1;9.9;82.8;4.8;100;62.5;rain;0;0;8.6;22;177.5;1024.7;52.9;9.5;222.8;19.3;8;10;2022-02-22T06:09:37;2022-02-22T18:09:45;0.67;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;80222099999,80222399999,SKBO,80234099999,SKVV
