name;datetime;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;sunrise;sunset;moonphase;conditions;description;icon;stations
4.713997,-74.14374;2022-02-21;19;9.9;13.9;19;9.2;13.9;10;79.1;11.9;100;54.17;rain;0;0;11.9;25.4;195.4;1025.4;75.7;11.5;263.9;22.9;9;10;2022-02-21T06:10:16;2022-02-21T18:10:09;0.62;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;80222099999,80222399999,SKBO
4.713997,-74.14374;2022-02-22;21;7.2;13.1;21;7.2;13.1;9.9;83;4.8;100;62.5;rain;0;0;8.6;22.3;181.2;1025.8;49.3;8.4;222.8;19.3;8;10;2022-02-22T06:10:02;2022-02-22T18:10:08;0.67;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;80222099999,80222399999,SKBO
