name;datetime;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;sunrise;sunset;moonphase;conditions;description;icon;stations
4.7272778,-74.03693;2022-02-26;18.3;11.1;14.5;18.3;11.1;14.5;11.4;82.5;7.6;100;83.33;rain;0;0;9;18.1;185.8;1026.1;77.5;9.5;196.3;17;8;10;2022-02-26T06:08:30;2022-02-26T18:09:35;0.89;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;80222099999,80222399999,SKBO,80234099999,SKVV
