name;datetime;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;sealevelpressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;severerisk;sunrise;sunset;moonphase;conditions;description;icon;stations
4.6183634,-74.0735;2022-01-28;21.3;9.3;14.6;21.3;8.3;14.6;9.7;75.3;4;100;45.83;rain;0;0;16.6;31.1;272.2;1025.5;54.3;10.1;272.7;23.8;9;30;2022-01-28T06:11:51;2022-01-28T18:06:48;0.91;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;80222099999,80222399999,SKBO,80234099999,SKVV
