name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Cundinamarca, Colombia",2022-07-01,33.2,23.1,26.3,38.1,23.1,27.9,23.7,87.3,7.9,100,62.5,rain,0,0,33.1,11.5,210.2,1008.6,94.4,21.3,258.5,22.3,9,75,2022-07-01T05:42:05,2022-07-01T18:22:39,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
